word,phonetic
folklore,"/ˈfəʊk.lɔː/"
folks,"/fəʊks/"
follow,"/ˈfɒləʊ/"
followed,"/ˈfɒləʊd/"
following,"/ˈfɒləʊɪŋ/"
follows,"/ˈfɒləʊz/"
folly,"/ˈfɒli/"
foment,"/fəʊˈmɛnt/"
fond,"/fɒnd/"
fondant,"/fɒnˈdɒnt/"
fondle,"/ˈfɒndl/"
fondly,"/ˈfɒndli/"
fondness,"/ˈfɒndnəs/"
fondue,"/ˈfɒnduː/"
font,"/fɒnt/"
food,"/fuːd/"
foods,"/fuːdz/"
foodstuff,"/ˈfuːdˌstʌf/"
fool,"/fuːl/"
fooled,"/fuːld/"
foolery,"/ˈfuːləɹi/"
fooling,"/ˈfuːlɪŋ/"
foolish,"/ˈfuː.lɪʃ/"
foolishly,"/ˈfuːlɪʃli/"
foolproof,"/ˈfuːl ˌpɹuːf/"
fools,"/fuːlz/"
foot,"[fʊt̚]"
footage,"/ˈfʊtɪd͡ʒ/"
football,"[fʷʊʔt̚bɑɫ]"
footballer,"/ˈfʊtbɔːlə/"
footbath,"/ˈfʊtbɑːθ/"
footed,"/ˈfʊtɪd/"
footfall,"/ˈfʊtˌfɔːl/"
foothills,"/ˈfʊt.hɪlz/"
footing,"/ˈfʊtɪŋ/"
footings,"/ˈfʊtɪŋz/"
footnote,"/ˈfʊtˌnəʊt/"
footpath,"/ˈfʊtˌpæθ/"
footprint,"/ˈfʊtpɹɪnt/"
foots,"/fʊts/"
footstep,"/ˈfʊtstɛp/"
footsteps,"/ˈfʊtstɛps/"
footstool,"/ˈfʊtˌstuːl/"
footway,"/ˈfʊtˌweɪ/"
footwork,"/ˈfʊt.wɜːk/"
fop,"/fɒp/"
forage,"/ˈfɒɹɪdʒ/"
forages,"/ˈfɑɹ.ɪd͡ʒ.ɪz/"
foramen,"/fəˈɹeɪ.mɛn/"
foray,"/ˈfɒ.ɹeɪ/"
forbade,"/fə(ɹ)ˈbeɪd/"
forbear,"/ˈfɔː.bɛə/"
forbearance,"/foːˈbiəɹɘn(t)s/"
forbid,"/fəˈbɪd/"
forbidden,"/fɝˈbɪdən/"
forbidding,"/fəˈbɪdɪŋ/"
force,"/fɔːs/"
forced,"/fɔːst/"
forceful,"/ˈfɔɹsfəl/"
forceps,"/ˈfɔːsəps/"
forces,"/fɔːsɪz/"
forcibly,"/ˈfɔːsəbli/"
forcing,"/ˈfɔː(ɹ).sɪŋ/"
ford,"/fɔːd/"
fore,"/fɔː/"
forearm,"/ˈfɔɹˌɑɹm/"
forecast,"/ˈfɔːkɑːst/"
foreclose,"/ˌfɔːˈkləʊz/"
forefather,"/ˈfɔːˌfɑːðə/"
forefathers,"/ˈfɔːˌfɑːðəz/"
forefinger,"/ˈfɔːˌfɪŋ.ɡə/"
forefront,"/ˈfɔːfɹʌnt/"
forego,"/fɔːˈɡəʊ/"
foregoing,"/ˌfɔː(ɹ)ˈɡəʊ.ɪŋ/"
foregone,"/ˈfoɹɡɔn/"
foreground,"/ˈfɔː(ɹ)ˌɡɹaʊnd/"
forehand,"/fɔːhænd/"
forehead,"/ˈfɒɹɛd/"
foreign,"/ˈfɒɹən/"
foreigner,"/ˈfɒɹ.ɪ.nə(ɹ)/"
foreigners,"/ˈfɒɹ.ɪ.nəz/"
foreman,"/ˈfɔː(ɹ)mən/"
foremen,"/ˈfɔː(ɹ)mən/"
foremost,"/ˈfɔː.məʊst/"
forename,"/ˈfɔːneɪm/"
forensic,"/fəˈɹɛn.sɪk/"
forepaw,"/ˈfɔː(ɹ)pɔː/"
foreplay,"/ˈfɔː(ɹ)pleɪ/"
foresaw,"/fɔɹ.ˈsɔ/"
foresee,"/fɔːˈsiː/"
foreseen,"/foɹˈsiːn/"
foreshadow,"/fɔːˈʃadəʊ/"
foreskin,"/ˈfɔːskɪn/"
forest,"/ˈfɒɹɪst/"
forestall,"/fɔː(ɹ)ˈstɔːl/"
forestall,"/ˈfɔː(ɹ).stɔːl/"
forests,"/ˈfɒɹɪsts/"
foretell,"[foː.ˈteɫ]"
forethought,"/fɔː(ɹ)ˈθɔːt/"
foretold,"/foʊɹ.toʊld/"
forever,"/fəˈɹɛvə(ɹ)/"
foreword,"/ˈfɔɹwɚd/"
forfeit,"/ˈfɔː.fɪt/"
forgave,"/fɔː(ɹ)ˈɡeɪv/"
forge,"/fɔːd͡ʒ/"
forged,"/fɔːdʒd/"
forgery,"/ˈfɔː.dʒəɹ.ɪ/"
forget,"/fəˈɡɛt/"
forgetfulness,"/fəˈɡɛtfʊlnɪs/"
forgetting,"/fəˈɡɛtɪŋ/"
forgive,"/fɚˈɡɪv/"
forgiven,"/fɔː(ɹ)ˈɡɪv.ən/"
forgiveness,"/fəˈɡɪvnəs/"
forgo,"/fɔːˈɡəʊ/"
forgot,"/fəˈɡɒt/"
forgotten,"/fəˈɡɒt.n̩/"
fork,"/fɔːk/"
form,"/fɔːm/"
formal,"/ˈfɔːməl/"
formaldehyde,"/fɔː(ɹ)ˈmældɪhaɪd/"
formalism,"/ˈfɔːməlɪz(ə)m/"
formalist,"/ˈfɔɹml̩ˌɪst/"
formally,"/ˈfɔːməli/"
format,"/ˈfɔː(ɹ).mæt/"
formation,"/fə(ɹ).ˈmeɪ.ʃən/"
formats,"/ˈfɔː.mæts/"
formatting,"/ˈfɔɹmætiŋ/"
formed,"/fɔːmd/"
former,"/ˈfɔːmə/"
formerly,"/ˈfɔːməli/"
formidable,"/fɔːˈmɪdəbəl/"
forming,"/ˈfɔːmɪŋ/"
formless,"/ˈfɔːmləs/"
forms,"/fɔːmz/"
formula,"/ˈfɔː.mjʊ.lə/"
formulae,"/ˈfɔː(ɹ)mjəˌlaɪ/"
formulaic,"/ˌfɔɹmjəˈleɪ.ɪk/"
fornication,"/ˌfɔɹnɪˈkeɪʃən/"
forsake,"/fɔɹˈseɪk/"
forsaken,"/fɔɹˈseɪkən/"
forsook,"/fɔɹˈsʊk/"
forsworn,"/fɔɹˈswɔɹn/"
fort,"/fɔːt/"
forte,"/fɔːt/"
forte,"/ˈfɔː.teɪ/"
forth,"/fɔːθ/"
forthcoming,"/fɔːθˈkʌmɪŋ/"
forthright,"/ˈfɔːθˌɹaɪt/"
forthright,"/fɔːθˈɹaɪt/"
forthwith,"/-ˈwɪθ/"
fortieth,"/ˈfɔː.ti.əθ/"
fortification,"/ˌfɔː(ɹ)tɪfəˈkeɪʃən/"
fortified,"/ˈfɔːtɪfaɪd/"
fortify,"/ˈfɔːtɪfaɪ/"
fortitude,"/ˈfɔːtɪtjuːd/"
fortress,"/ˈfɔː.tɹəs/"
fortuitous,"/fɔːˈtjuːɪtəs/"
fortunate,"/ˈfɔːt͡ʃənət/"
fortunately,"/ˈfɔːt͡ʃənɪtli/"
fortune,"/ˈfɔːtʃuːn/"
fortunes,"/fɔː(ɹ).tjuːn/"
forty,"/ˈfɔɹti/"
forum,"/ˈfɔːɹəm/"
forward,"/ˈfoːwəd/"
forwards,"/ˈfɔːwədz/"
fossa,"/ˈfɑsə/"
fossil,"/ˈfɒsəl/"
fought,"/fɔːt/"
foul,"/faʊl/"
fouled,"/faʊld/"
fouler,"/ˈfaʊl.ə/"
fouling,"/ˈfaʊlɪŋ/"
fouls,"/faʊlz/"
found,"/faʊnd/"
foundation,"/faʊnˈdeɪʃən/"
foundations,"/faʊnˈdeɪʃənz/"
founded,"/ˈfaʊndɪd/"
founder,"/ˈfaʊndə/"
founding,"/ˈfaʊndɪŋ/"
foundry,"/faʊndɹi/"
founds,"/faʊndz/"
fount,"/fɒnt/"
fountain,"[ˈfaʊn.ʔn̩]"
four,"/foː/"
fourteen,"/ˈfɔː.tiːn/"
fourteenth,"/ˌfɔːˈtiːnθ/"
fourth,"/fɔːθ/"
fowl,"/faʊl/"
fowls,"/faʊlz/"
fox,"/fɒks/"
foxy,"/ˈfɒksi/"
foyer,"/ˈfoɪɘ/"
fracas,"/fɹəˈkɑː/"
fraction,"/ˈfɹæk.ʃən/"
fractional,"/ˈfɹæk.ʃən.əl/"
fracture,"/ˈfɹæk.tjə/"
fragile,"/ˈfɹædʒaɪl/"
fragility,"/fɹəˈd͡ʒɪlɪti/"
fragment,"/ˈfɹæɡmənt/"
fragments,"/fɹæɡˈmɛnts/"
fragrance,"/ˈfɹeɪɡɹəns/"
fragrant,"/ˈfɹeɪ.ɡɹənt/"
frail,"/fɹeɪl/"
frame,"/fɹeɪm/"
framed,"/fɹeɪmd/"
frames,"/fɹeɪmz/"
framework,"/ˈfɹeɪm.wɜːk/"
framing,"/ˈfɹeɪmɪŋ/"
franc,"/fɹæŋk/"
franchise,"/ˈfɹænt͡ʃaɪ̯z/"
francophone,"/ˈfɹæŋkɒfəʊn/"
frank,"/fɹæŋk/"
frankly,"/ˈfɹæŋkli/"
frankness,"/ˈfɹæŋknɛs/"
frantic,"/ˈfɹæntɪk/"
fraternal,"/fɹəˈtɝnəl/"
fraud,"/fɹɔːd/"
fraudulent,"/ˈfɹɔː.djə.lənt/"
fraught,"/fɹɔːt/"
fray,"/fɹeɪ/"
frayed,"/fɹeɪd/"
fraying,"/ˈfɹeɪ.ɪŋ/"
frays,"/fɹeɪz/"
frazzle,"/ˈfræzl̩/"
freak,"/fɹiːk/"
freaked,"/fɹiːkt/"
freakish,"/ˈfɹiːkɪʃ/"
freaks,"/fɹiːks/"
freaky,"/ˈfɹiːki/"
freckle,"/ˈfɹɛkəl/"
free,"/fɹiː/"
freebie,"/ˈfɹiːbi/"
freed,"/fɹiːd/"
freedom,"/ˈfɹiːdəm/"
freeing,"/ˈfɹiːɪŋ/"
freelance,"/ˈfɹiːlɑːns/"
freely,"/ˈfɹili/"
frees,"/fɹiːz/"
freesia,"/ˈfɹi.ʒə/"
freestyle,"/ˈfɹiːˌstaɪl/"
freeway,"/ˈfɹiː.wei/"
freeze,"/ˈfɹiːz/"
freezer,"/fɹiːzə/"
freezes,"/ˈfɹiːzɪz/"
freezing,"/ˈfɹiːz.ɪŋ/"
freight,"/fɹeɪt/"
freighted,"/ˈfɹeɪtɪd/"
freights,"/fɹeɪts/"
french,"/fɹɛnt͡ʃ/"
frenzy,"/ˈfɹɛnzi/"
frequency,"/ˈfɹiːkwənsi/"
frequent,"/ˈfɹiː.kwənt/"
frequent,"/fɹɪˈkwɛnt/"
frequently,"/ˈfɹiː.kwənt.li/"
fresco,"/ˈfɹɛskəʊ/"
fresh,"/fɹɛʃ/"
fresher,"/ˈfɹɛʃə/"
freshest,"/ˈfɹɛʃɪst/"
freshly,"/ˈfɹɛʃli/"
freshman,"/ˈfɹɛʃmən/"
freshness,"/ˈfɹɛʃnəs/"
fretful,"/ˈfɹɛtfəl/"
frets,"/fɹɛts/"
fretted,"/ˈfɹɛtɪd/"
fretting,"/ˈfɹɛtɪŋ/"
friable,"/ˈfɹaɪəbl̩/"
friar,"/ˈfɹaɪə/"
fricative,"/ˈfɹɪkətɪv/"
friction,"/ˈfɹɪkʃən̩/"
fridge,"/fɹɪd͡ʒ/"
fried,"/fɹaɪd/"
friend,"/fɹɛnd/"
friendly,"/ˈfɹɛndli/"
friends,"/fɹɛn(d)z/"
friendship,"/ˈfɹɛndʃɪp/"
fries,"/fɹaɪz/"
frieze,"/ˈfɹiːz/"
frigate,"/ˈfɹɪɡ.ət/"
fright,"/fɹʌit/"
frighten,"/ˈfɹaɪtn̩/"
frightened,"/ˈfɹaɪtn̩d/"
frightening,"/ˈfɹaɪtnɪŋ/"
frightful,"/ˈfɹaɪtfəl/"
frightfully,"/-ɪ/"
frights,"/fɹaɪts/"
frigid,"/ˈfɹɪdʒɪd/"
frill,"/fɹɪl/"
frills,"/fɹɪlz/"
frilly,"/ˈfɹɪli/"
fringe,"/fɹɪndʒ/"
fringed,"/fɹɪndʒd/"
frisk,"/fɹɪsk/"
frisked,"/fɹɪskt/"
frisking,"/ˈfɹɪskɪŋ/"
frisks,"/fɹɪsks/"
frisky,"/ˈfɹɪski/"
frisson,"/ˈfɹiː.sɔ̃ː/"
fritter,"/ˈfɹɪtə/"
frivolous,"/ˈfɹɪv.əl.əs/"
frizzle,"/ˈfɹɪzəl/"
frizzy,"/ˈfɹɪzi/"
frock,"/fɹɒk/"
frog,"/fɹɒɡ/"
froggy,"/ˈfɹɑɡi/"
from,"/fɹɒm/"
frond,"/fɹɒnd/"
front,"/fɹʌnt/"
frontal,"/ˈfɹʌntəl/"
fronted,"/ˈfɹʌntɪd/"
frontier,"/fɹʌnˈtɪə/"
fronting,"/ˈfɹʌntɪŋ/"
frontispiece,"/ˈfɹʌn.tɪˌspiːs/"
fronts,"/fɹʌnts/"
frost,"/fɹɑst/"
frosting,"/ˈfɹɒst.ɪŋ/"
froth,"/fɹɑθ/"
frothed,"/fɹɒθt/"
froward,"/ˈfɹəʊ.(w)əd/"
frown,"/fɹaʊn/"
frowned,"/fɹaʊnd/"
frowning,"/ˈfɹaʊnɪŋ/"
frowns,"/fɹaʊnz/"
froze,"/ˈfɹəʊz/"
frozen,"/ˈfɹəʊzən/"
fructose,"/ˈfɹʊk.təʊz/"
frugal,"/ˈfɹuːɡəl/"
frugality,"/fɹuːˈɡæləti/"
fruit,"/fɹuːt/"
fruitcake,"/ˈfɹuːt.keɪk/"
fruitful,"/ˈfɹuːtfəl/"
fruition,"/ˈfɹuː.ɪʃ.ən/"
fruits,"/fɹuːts/"
fruity,"/ˈfɹuːti/"
frustrate,"/fɹəˈstɹeɪt/"
frustrated,"/fɹəsˈtɹeɪt.ɪd/"
frustrating,"/fɹʌˈstɹeɪ̯tɪŋ/"
frustration,"/fɹʌsˈtɹeɪʃən/"
fry,"/fɹaɪ/"
frying,"/ˈfɹaɪ.ɪŋ/"
fuchsia,"/ˈfjuːʃə/"
fuddle,"/ˈfʌdəl/"
fudge,"/fʌdʒ/"
fuel,"/ˈfjuːl/"
fug,"/fʌɡ/"
fugitive,"/ˈfjuːd͡ʒɪtɪv/"
fugue,"/ˈfjuːɡ/"
fugues,"/ˈfjuɡz/"
fulcrum,"/ˈfʌlk.ɹəm/"
fulfilled,"/fəˈfɪld/"
fulfilment,"/fʊlˈfɪl.mənt/"
full,"/fʊl/"
fuller,"/ˈfʊlə(ɹ)/"
fullest,"/ˈfʊləst/"
fullness,"/ˈfʊlnəs/"
fully,"/ˈfʊli/"
fulminate,"/ˈfʌlmɪneɪt/"
fulmination,"/fʌlmɪˈneɪʃən/"
fulsome,"/ˈfʊlsəm/"
fumble,"/ˈfʌmbəl/"
fume,"/fjuːm/"
fumed,"/fjuːmd/"
fumes,"/fjuːmz/"
fuming,"/ˈfjuːmɪŋ/"
fun,"/fʊn/"
function,"/ˈfʌŋ(k)ʃən/"
functional,"/ˈfʌŋk(t)ʃnəl/"
functionalism,"/ˈfʌŋkʃənəlɪzəm/"
functions,"/ˈfʌŋkʃənz/"
fund,"/ˈfʌnd/"
fundamental,"/ˌfʌndəˈmɛntəl/"
funded,"/ˈfʌndɪd/"
funding,"/ˈfʌndɪŋ/"
fundraiser,"/ˈfʌnd.ɹeɪ.zə/"
fundraising,"/ˈfʌndˌɹeɪzɪŋ/"
funds,"/fʌndz/"
funeral,"/ˈfjuːnəɹəl/"
funerary,"/ˈfjuːn(ə)ɹi/"
funereal,"/fjuːˈnɪəɹɪ.əl/"
fungal,"/ˈfʌŋɡəl/"
fungi,"/ˈfʌn.dʒaɪ/"
fungicide,"/ˈfʌndʒɪsaɪd/"
fungus,"/ˈfʌŋ.ɡəs/"
funk,"/fʌŋk/"
funnel,"/ˈfʌnəl/"
funnier,"/ˈfʊnɪə/"
funniest,"/ˈfʊnɪ.ɪst/"
funnily,"/ˈfʌnəli/"
funny,"/ˈfʊnɪ/"
fur,"/fɜː(ɹ)/"
furious,"/ˈfjʊə.ɹɪəs/"
furiously,"/ˈfjʊə̯ɹi.ə̯sli/"
furlong,"/ˈfɜː(ɹ)lɒŋ/"
furnace,"/ˈfɜːnɪs/"
furnish,"/ˈfɜːnɪʃ/"
furnished,"/ˈfɜːnɪʃt/"
furniture,"/ˈfɜːnɪtʃə/"
furore,"/fjʊəˈɹɔːɹi/"
furrier,"/ˈfɜːɹi.ə/"
furrow,"/ˈfʌɹəʊ/"
furry,"/ˈfɜːɹi/"
furs,"/fɜːz/"
further,"/fɜː(ɹ)ðə(ɹ)/"
furtherance,"/ˈfɜː(ɹ).ðə.ɹəns/"
furthermore,"/ˈfɜː(ɹ).ðə(ɹ).mɔː(ɹ)/"
furtive,"[ˈfɜːɾɪv]"
furtively,"/ˈfɜːtɪvli/"
fury,"/ˈfjʊəɹi/"
furze,"/fɜː(ɹ)z/"
fuse,"/fjuːz/"
fused,"/fjuːzd/"
fuselage,"/ˈfjuːzəˌlɑːʒ/"
fuses,"/ˈfjuːzɪz/"
fusilier,"/ˌfjuːzɪˈlɪə/"
fusillade,"/ˈfjuːsɪˌle͡ɪd/"
fusing,"/ˈfjuːzɪŋ/"
fusion,"/ˈfjuː.ʒən/"
fuss,"/fʌs/"
fussed,"/fʌst/"
fusses,"/ˈfʌsɪz/"
fussing,"/ˈfʌsɪŋ/"
fussy,"/ˈfʌ.si/"
fustian,"/ˈfʌs.ti.ən/"
futile,"/ˈfjuː.taɪl/"
futon,"/ˈfuːtɒn/"
future,"/ˈfjuːt͡ʃə/"
futuristic,"/ˈfjuːt͡ʃɚɪstɪk/"
futurity,"/fjuːˈtjʊəɹɪti/"
fuzz,"/fʌz/"
fuzzed,"/fʌzd/"
fuzzes,"/ˈfʌzɪz/"
fuzzy,"/ˈfʌzi/"
gab,"/ɡæb/"
gabble,"/ˈɡæbəl/"
gable,"/ˈɡeɪ.bəl/"
gad,"/ɡæd/"
gadfly,"/ˈɡædflaɪ/"
gadget,"/ɡædʒɪt/"
gaff,"/ɡæf/"
gaffe,"/ɡæf/"
gaffes,"/ɡæfs/"
gag,"/ɡæɡ/"
gaga,"/ˈɡɑːɡɑː/"
gage,"/ɡeɪd͡ʒ/"
gagged,"/ɡæɡd/"
gagging,"/ˈɡæɡɪŋ/"
gaggle,"/ˈɡæɡl̩/"
gags,"/ɡæɡz/"
gaiety,"/ˈɡeɪ.ə.ti/"
gaijin,"/ˈɡaɪˌdʒɪn/"
gaily,"/ˈɡeɪli/"
gain,"/ɡeɪn/"
gained,"/ɡeɪnd/"
gaining,"/ˈɡeɪnɪŋ/"
gains,"/ɡeɪnz/"
gainsay,"/ˈɡeɪnˌseɪ/"
gait,"/ɡeɪt/"
gaiter,"/ˈɡeɪ.tə/"
gaits,"/ɡeɪts/"
gal,"/ɡæl/"
gala,"/ˈɡɑːlə/"
galactic,"/ɡəˈlæktɪk/"
galaxy,"/ˈɡaləksi/"
gale,"/ɡeɪl/"
gall,"/ɡɑl/"
gallant,"/ˈɡælənt/"
gallant,"/ɡəˈlænt/"
galleon,"/ˈɡæ.li.ən/"
gallery,"/ˈɡæləɹi/"
galley,"/ˈɡæli/"
gallium,"/ˈɡæliəm/"
gallon,"/ˈɡælən/"
gallop,"/ˈɡæləp/"
gallows,"/ˈɡæləʊz/"
galore,"/ɡəˈloː/"
galoshes,"/ɡəˈlɒʃɪz/"
gals,"/ɡælz/"
galvanic,"/ɡælˈvænɪk/"
galvanometer,"/ˌɡæl.vəˈnɒm.ɪt.ə/"
gambit,"/ˈɡæmbɪt/"
gamble,"/ˈɡæm.bəl/"
gambling,"/ˈɡæm.blɪŋ/"
gambol,"/ˈɡæm.bəl/"
game,"/ɡeɪm/"
gamed,"/ɡeɪmd/"
games,"/ɡeɪmz/"
gamete,"/ˈɡæmiːt/"
gaming,"/ˈɡeɪmɪŋ/"
gamma,"/ˈɡæmə/"
gammon,"/ˈɡæmən/"
gamut,"/ˈɡæm.ət/"
gander,"/ˈɡæn.də(ɹ)/"
gang,"/ɡæŋ/"
ganglia,"/ˈɡæŋɡli.ə/"
ganglion,"/ˈɡæŋɡli.ən/"
gangly,"/ˈɡæŋ.ɡli/"
gangrene,"/ˈɡaŋˌɡɹiːn/"
gangster,"/ˈɡæŋstə/"
gannet,"/ˈɡænɪt/"
gantry,"/ˈɡæntɹi/"
gaol,"/dʒeɪl/"
gap,"/ɡæp/"
gape,"/ˈɡeɪp/"
gaped,"/ɡeɪpt/"
gapes,"/ɡeɪps/"
gaping,"/ˈɡeɪpɪŋ/"
gaps,"/ɡæps/"
garage,"/ɡəˈɹɑː(d)ʒ/"
garb,"/ɡɑː(ɹ)b/"
garbage,"/ˈɡɑːbɪd͡ʒ/"
garble,"/ˈɡɑː(ɹ)bəl/"
gardener,"/ˈɡɑːdnə/"
gardens,"/ˈɡɑːdn̩z/"
gargantuan,"/ɡɑɹˈɡæn.tʃu.ən/"
garish,"/ˈɡɛəɹɪʃ/"
garlic,"/ˈɡɑːlɪk/"
garment,"/ˈɡɑː.mənt/"
garments,"/ˈɡɑː.mənts/"
garnet,"/ˈɡɑː(ɹ).nət/"
garnished,"/ˈɡɑɹnɪʃt/"
garret,"/ˈɡæɹɪt/"
garrison,"/ˈɡæɹɪsən/"
garrulous,"/ˈɡæɹ.jʊ.ləs/"
garter,"/ˈɡɑːtə/"
gas,"/ɡæs/"
gaseous,"/ˈɡæʃəs/"
gases,"/ˈɡæsɪz/"
gash,"/ɡæʃ/"
gasket,"/ˈɡæs.kɪt/"
gaslight,"/ˈɡæslaɪt/"
gasometer,"/ɡæˈsɒmɪtə/"
gasp,"/ɡɑːsp/"
gasped,"/ɡɑːspt/"
gassed,"/ɡæst/"
gastric,"/ˈɡæstɹɪk/"
gastrointestinal,"/ˌɡæstɹoʊɪnˈtɛstɪnəl/"
gastropod,"/ˈɡæstɹəˌpɑd/"
gate,"/ɡeɪt/"
gated,"/ˈɡeɪtɪd/"
gatekeeper,"/ˈɡeɪtkiːpə/"
gates,"/ɡeɪts/"
gateway,"/ˈɡeɪtˌweɪ/"
gather,"/ˈɡæðə/"
gathered,"/ˈɡæðəd/"
gathering,"/ˈɡæ.ðə.ɹɪŋ/"
gauche,"/ɡəʊʃ/"
gaucherie,"/ˌɡoʊʃəˈɹiː/"
gaud,"/ɡɔːd/"
gauge,"/ˈɡeɪdʒ/"
gaunt,"/ɡɑːnt/"
gauntlet,"/ˈɡɔːnt.lət/"
gauze,"/ɡɔːz/"
gave,"/ɡeɪv/"
gavel,"/ˈɡa.vəl/"
gawk,"/ɡɑk/"
gawky,"/ˈɡɔːki/"
gay,"/ɡeɪ/"
gays,"/ɡeɪz/"
gaze,"/ɡeɪz/"
gazebo,"/ɡəˈziːbəʊ/"
gazed,"/ɡeɪzd/"
gazelle,"/ɡəˈzɛl/"
gazes,"/ˈɡeɪ.zəz/"
gazette,"/ɡəˈzɛt/"
gazing,"/ˈɡeɪzɪŋ/"
gears,"/ɡɪɚz/"
geek,"/ɡiːk/"
geeks,"/ɡiːks/"
geese,"/ˈɡiːs/"
geisha,"/ˈɡeɪ.ʃə/"
gel,"/dʒɛl/"
gel,"/ɡɛl/"
gelatin,"/ˈdʒɛlətɪn/"
gelatine,"/ˈdʒɛlətiːn/"
gelding,"/ˈɡɛldɪŋ/"
gelignite,"/dʒɛlɪɡ.naɪt/"
gelled,"/dʒɛld/"
gels,"/dʒɛlz/"
gem,"/d͡ʒɛm/"
gemstone,"/ˈdʒɛmˌstoʊn/"
gender,"/ˈdʒɛndə/"
gene,"/dʒiːn/"
genealogist,"/ˈdʒiː.niːˌæl.ə.dʒɪst/"
genealogy,"/ˌdʒiːniˈælədʒi/"
genera,"/ˈdʒɛnəɹə/"
general,"/ˈd͡ʒɛnɹəl/"
generally,"/d͡ʒɛn.əɹ.ə.li/"
generals,"/ˈd͡ʒɛn(ə)ɹəlz/"
generalship,"/ˈdʒɛn(ə)ɹəlʃɪp/"
generate,"/ˈdʒɛn.əɹ.eɪt/"
generation,"/ˌd͡ʒɛnəˈɹeɪʃən/"
generations,"/ˌdʒɛnəˈɹeɪʃənz/"
generative,"/dʒəˈnɛɹətɪv/"
generic,"/dʒɪˈnɛɹɪk/"
generosity,"/ˌd͡ʒɛnəˈɹɒsɪti/"
generous,"/ˈdʒɛn(ə)ɹəs/"
genes,"/dʒiːnz/"
genesis,"/ˈd͡ʒɛn.ə.sɪs/"
genetic,"[d͡ʒəˈnɛtɪk]"
genetics,"/dʒɛˈnɛ.tɪks/"
genial,"/ˈdʒiːnɪəl/"
genial,"/-ˈniːəl/"
genie,"/ˈdʒiː.ni/"
genital,"/ˈdʒɛnətəl/"
genitalia,"/ˈdʒɛnɪˈteɪli.ə/"
genius,"/ˈdʒiː.nɪəs/"
genoa,"/ˈdʒeni/"
genocide,"/ˈd͡ʒɛnəsaɪd/"
genome,"/ˈdʒiː.nəʊm/"
genotype,"/ˈdʒɛn.əʊ.taɪp/"
genre,"/(d)ʒɒn.ɹə/"
gent,"/dʒɛnt/"
genteel,"/dʒɛnˈtiːl/"
gentile,"/ˈd͡ʒɛntaɪl/"
gentle,"/ˈdʒɛntl̩/"
gentlefolk,"/ˈd͡ʒɛntl̩fəʊk/"
gentleman,"/ˈdʒɛn.təl.mən/"
gentlemen,"/ˈdʒɛɾ̃.əl.mən/"
gentleness,"/ˈd͡ʒɛntl̩nəs/"
gently,"/ˈdʒɛntli/"
gentrification,"/dʒɛntɹɪfɪˈkeɪʃən/"
gentry,"/ˈdʒɛntɹi/"
gents,"/ˈdʒɛnts/"
genuine,"/ˈdʒɛnjuːˌaɪn/"
genus,"/ˈdʒiːnəs/"
geocentric,"/ˌdʒiːəʊˈsɛntɹɪk/"
geodesic,"/ˌd͡ʒiːəˈdiːsɪk/"
geographer,"/d͡ʒiːˈɒɡɹəfə(ɹ)/"
geographic,"/d͡ʒiəˈɡɹæfɪk/"
geographical,"/d͡ʒiəˈɡɹæfɪkl̩/"
geography,"/dʒɪˈɒɡɹəfi/"
geologic,"/ˌdʒiː.əˈlɒdʒ.ɪk/"
geological,"/ˌdʒiː.əˈlɒdʒ.ɪk.əl/"
geologist,"/dʒiˈɒlədʒɪst/"
geology,"/dʒɪˈɒlədʒɪ/"
geometer,"/dʒiːˈɒm.ɪ.tə/"
geometric,"/ˌdʒi.əˈmɛt.ɹɪk/"
geometry,"/dʒiːˈɒmɪtɹi/"
geophysical,"/ˌdʒiː.əʊˈfɪz.ɪk.əl/"
geophysics,"/ˌdʒiː.əʊˈfɪz.ɪks/"
germ,"/d͡ʒɜːm/"
german,"/ˈd͡ʒɜː.mən/"
germanium,"/dʒɚˈmeɪni.əm/"
gerund,"/-ʌnd/"
gerundive,"/dʒəˈɹʌndɪv/"
gestalt,"/ɡəˈʃtælt/"
gestation,"/dʒesˈteɪʃən/"
gesture,"/ˈdʒɛs.tʃɚ/"
get,"/ɡɛt/"
gets,"/ɡɛts/"
getter,"/ˈɡɛtə/"
getting,"[ˈɡɛɾɪŋ]"
geyser,"/ˈɡaɪzə/"
ghastly,"/ˈɡɑːs(t).li/"
ghost,"/ɡəʊst/"
ghostly,"/ˈɡoʊstli/"
ghosts,"/ɡəʊsts/"
ghoul,"/ɡuːl/"
ghoulish,"/ˈɡuːlɪʃ/"
giant,"/ˈdʒaɪ.ənt/"
giantess,"/ˈdʒaɪəntɛs/"
gibber,"/ˈdʒɪbə(ɹ)/"
gibber,"/ˈɡɪbə/"
gibberish,"/ˈdʒɪb.ə.ɹɪʃ/"
gibbet,"/ˈdʒɪbɪt/"
gibbon,"/ˈɡɪbən/"
gibbous,"/ˈɡɪbəs/"
giblets,"/ˈdʒɪbləts/"
giddy,"/ɡɪdi/"
gift,"/ɡɪft/"
gifted,"/ˈɡɪftɪd/"
gifting,"/ˈɡɪftɪŋ/"
gifts,"/ɡɪfts/"
gig,"/ɡɪɡ/"
gigantic,"/dʒaɪˈɡæntɪk/"
giggle,"/ˈɡɪɡl/"
giggly,"/ˈɡɪ.ɡə.li/"
